type,name,calendar,category,sbj_list,cnbr_name
plan,MSCIOPT,2022,Reqd,list,msci_orgzn
,,,,list,msci_co
,,,Optn,list,msci_opt
,,,,list,msci_opt
,,,,list,msci_opt
,,,,list,msci_opt
list,msci_co,2022,,BME,411
,,,,CHE,521
,,,,CIVE,332
,,,,CO,250
,,,,ENVE,335
,,,,MSCI,331
,,,,SYDE,411
list,msci_opt,2022,,AE,392
,,,,BET,450
,,,,BME,364
,,,,CIVE,392
,,,,CIVE,596
,,,,CS,480
,,,,ECE,457B
,,,,ECON,201
,,,,ECON,371
,,,,ENVE,392
,,,,GEOE,392
,,,,HRM,200
,,,,MSCI,211
,,,,MSCI,261
,,,,MSCI,263
,,,,MSCI,311
,,,,MSCI,332
,,,,MSCI,411
,,,,MSCI,422
,,,,MSCI,431
,,,,MSCI,432
,,,,MSCI,433
,,,,MSCI,435
,,,,MSCI,442
,,,,MSCI,446
,,,,MSCI,452
,,,,MSCI,454
,,,,MSCI,531
,,,,MSCI,541
,,,,MSCI,543
,,,,MSCI,546
,,,,MSCI,551
,,,,MSCI,555
,,,,MSCI,597
,,,,MSCI,598
,,,,PSYCH,238
,,,,SYDE,262
,,,,SYDE,522
,,,,SYDE,531
,,,,SYDE,533
list,msci_orgzn,2022,,MSCI,211
,,,,MSCI,311
,,,,PSYCH,238
